,Date,CloseBTC,CloseGold,CloseBTC_minmax_norm,CloseGold_minmax_norm,CloseBTC_z_norm,CloseGold_z_norm
216,2014-09-14,477.4857142857142,1400.0000000000002,0.007292909267802122,0.29777398329966914,-0.47707238173288047,-0.33990263411560273
217,2014-09-21,434.38571428571424,1386.5600000000004,0.006634480705664318,0.28378068842013243,-0.4802368727430056,-0.4026969153451823
218,2014-09-28,408.5285714285714,1374.62,0.006239467216281015,0.2713491452012576,-0.4821353575717516,-0.45848290625896376
219,2014-10-05,363.5142857142858,1365.12,0.005551794561559034,0.26145805135039446,-0.4854403993924026,-0.5028687449257059
220,2014-10-12,353.0,1356.2,0.005391170291842949,0.25217083480832103,-0.4862123799636495,-0.5445447113370041
221,2014-10-19,388.0142857142858,1333.1799999999996,0.005926075298737136,0.22820315265601857,-0.4836415587949997,-0.6520986067168381
222,2014-10-26,364.0,1361.9599999999996,0.005559214704453526,0.25816796118526497,-0.4854047372464482,-0.5176328765243289
223,2014-11-02,338.14285714285717,1334.6,0.005164201215070223,0.22968161089477948,-0.48730322207519416,-0.6454640918845447
224,2014-11-09,340.75714285714287,1281.64,0.0052041390430023465,0.17454136559565217,-0.48711127581902813,-0.8929034619677715
225,2014-11-16,392.88571428571424,1286.7599999999998,0.0060004949671789605,0.17987214459738016,-0.48328388844881054,-0.868981831023171
226,2014-11-23,367.47142857142853,1311.48,0.0056122469021994605,0.20560981196510006,-0.48514985779153924,-0.753485206618763
227,2014-11-30,374.04285714285714,1284.78,0.005712637070772013,0.17781063240530576,-0.4846673699345099,-0.8782327742400279
228,2014-12-07,376.6285714285714,1321.6,0.005752138419710342,0.21614642983570362,-0.4844775214516353,-0.7062026079548234
229,2014-12-14,351.97142857142853,1337.18,0.005375457048066375,0.2323678237511193,-0.48628789980214104,-0.6334098325413656
230,2014-12-21,325.2428571428572,1306.3,0.004967130949372366,0.20021656289694517,-0.4882503667162757,-0.7776871691759973
231,2014-12-28,324.1857142857143,1269.94,0.004950981226601998,0.16235970264248387,-0.4883279843280587,-0.9475681264310225
232,2015-01-04,303.64285714285717,1292.94,0.004637152830064324,0.18630656143931038,-0.4898362833245983,-0.840107674922068
233,2015-01-11,279.6142857142857,1355.66,0.004270073996283817,0.25160860421048253,-0.4916005106626925,-0.5470676958506924
234,2015-01-18,211.77142857142852,1364.8166666666666,0.003233654625520664,0.2611422304590161,-0.49658167334319775,-0.5042859769673455
235,2015-01-25,231.41428571428574,1388.9,0.0035337339337538375,0.28621702101076574,-0.4951394542053382,-0.39176398245253363
236,2015-02-01,239.75714285714284,1394.1799999999996,0.003661185799941599,0.2917143868562976,-0.49452690440424013,-0.367094800540915
237,2015-02-08,226.2571428571429,1362.12,0.003454949475374074,0.2583345480290693,-0.49551810228444176,-0.5168853255573087
238,2015-02-15,229.8142857142857,1310.5,0.0035092911101013893,0.2045894675468005,-0.49525692950965844,-0.7580639562917533
239,2015-02-22,240.1,1290.64,0.0036664235478671234,0.18391187555962776,-0.49450173112474294,-0.8508537200729631
